,title,classe,labels,title_tokenized,title_string
347,Conception d'un Four à Gaz pour la Cuisson des Céramiques,Bâtiments et Constructions,0,"['conception', 'dun', 'four', 'gaz', 'cuisson', 'céramique']",conception dun four gaz cuisson céramique
348,Construction d'un Immeuble R+3 à Vocation Hôtelière à Maromby Fianarantsoa,Bâtiments et Constructions,0,"['construction', 'dun', 'immeuble', 'vocation', 'hôtelier', 'maromby', 'fianarantsoa']",construction dun immeuble vocation hôtelier maromby fianarantsoa
349,Étude d'un Immeuble R+5 à Usage d'Habitation à Ambatobe,Bâtiments et Constructions,0,"['étude', 'dun', 'immeuble', 'usage', 'dhabitation', 'ambatobe']",étude dun immeuble usage dhabitation ambatobe
350,Planification de la Construction d'un Immeuble R+1 à Usage d'Habitation à Toliara,Bâtiments et Constructions,0,"['planification', 'construction', 'dun', 'immeuble', 'usage', 'dhabitation', 'toliara']",planification construction dun immeuble usage dhabitation toliara
351,Réalisation d'un Projet de Bâtiment R+1 pour l'Habitation à Toliara,Bâtiments et Constructions,0,"['réalisation', 'dun', 'projet', 'bâtiment', 'lhabitation', 'toliara']",réalisation dun projet bâtiment lhabitation toliara
352,Etude de Topographie pour un Projet d'Assainissement : Analyse d'un Terrain à Ambaniala,Géosciences et Géomatique,2,"['etude', 'topographie', 'projet', 'dassainissemer', 'analyse', 'dun', 'terrain', 'ambaniala']",etude topographie projet dassainissemer analyse dun terrain ambaniala
353,Imagerie Aérienne par Drone pour la Restauration d'une Section de la Rivière Sisaony,Géosciences et Géomatique,2,"['imagerie', 'aérienne', 'drone', 'restauration', 'dun', 'section', 'rivière', 'sisaony']",imagerie aérienne drone restauration dun section rivière sisaony
354,Méthode de Numérisation des Plans et Gestion des Données Topographiques,Géosciences et Géomatique,2,"['méthode', 'numérisation', 'plans', 'gestion', 'donnée', 'topographique']",méthode numérisation plans gestion donnée topographique
355,Amélioration des Données du Plan Local d'Occupation Foncière,Géosciences et Géomatique,2,"['amélioration', 'donnée', 'plan', 'local', 'doccupation', 'foncier']",amélioration donnée plan local doccupation foncier
356,Travaux Topographiques pour la Réhabilitation de la RN9,Géosciences et Géomatique,2,"['travail', 'topographique', 'réhabilitation']",travail topographique réhabilitation
357,Délimitation d'un Terrain à Mamoladahy,Géosciences et Géomatique,2,"['délimitation', 'dun', 'terrain', 'mamoladahy']",délimitation dun terrain mamoladahy
358,Rétablissement des Bornes sur un Terrain à Andranonandrina,Géosciences et Géomatique,2,"['rétablissement', 'bornes', 'terrain', 'andranonandrina']",rétablissement bornes terrain andranonandrina
359,Contribution du Géomètre-Topographe à l'Urbanisme par Ortophotographie,Géosciences et Géomatique,2,"['contribution', 'géomètre', 'topographe', 'lurbanisme', 'ortophotographie']",contribution géomètre topographe lurbanisme ortophotographie
360,Utilisation de la Topographie pour le Bitumage de la RN44,Géosciences et Géomatique,2,"['utilisation', 'topographie', 'bitumage']",utilisation topographie bitumage
361,Application de la Topographie pour les Travaux de Réparation Routière,Géosciences et Géomatique,2,"['application', 'topographie', 'travail', 'réparation', 'routier']",application topographie travail réparation routier
362,Etudes Topographiques et Modélisation 3D d'un Plan d'Aménagement,Géosciences et Géomatique,2,"['etude', 'topographique', 'modélisation', 'dun', 'plan', 'daménagement']",etude topographique modélisation dun plan daménagement
363,Origine de l'Or de Tsimaloto : Approche Morphoscopique et Géophysique,Géosciences et Géomatique,2,"['origine', 'lor', 'tsimaloto', 'approche', 'morphoscopique', 'géophysique']",origine lor tsimaloto approche morphoscopique géophysique
364,Processus Magmatiques et Métamorphiques dans la Formation des Ressources Minérales,Géosciences et Géomatique,2,"['processus', 'magmatiques', 'métamorphiques', 'formation', 'ressource', 'minéral']",processus magmatiques métamorphiques formation ressource minéral
365,Caractérisation et Paléoenvironnement du Puits Onshore Belobaka-1,Géosciences et Géomatique,2,"['caractérisation', 'paléoenvironnement', 'puits', 'onshore', 'belobaka']",caractérisation paléoenvironnement puits onshore belobaka
366,Evolution des Sédiments dans la Baie de Bombetoka par Imagerie Satellite,Géosciences et Géomatique,2,"['evolution', 'sédiment', 'baie', 'bombetoka', 'imagerie', 'satellite']",evolution sédiment baie bombetoka imagerie satellite
367,Stabilisation de la Latérite par Biotechnologie,Géosciences et Géomatique,2,"['stabilisation', 'latérite', 'biotechnologie']",stabilisation latérite biotechnologie
368,Base de Données Géographique et SIG pour un Nouveau Centre de Santé,Géosciences et Géomatique,2,"['base', 'donnée', 'géographique', 'sig', 'centre', 'santé']",base donnée géographique sig centre santé
369,Base de Données des Carrières à Madagascar,Géosciences et Géomatique,2,"['base', 'donnée', 'carrière', 'madagascar']",base donnée carrière madagascar
370,SIG pour un Recensement Foncier et une Refonte Fiscale,Géosciences et Géomatique,2,"['sig', 'recensement', 'foncier', 'refonte', 'fiscale']",sig recensement foncier refonte fiscale
371,Surveillance Littorale de la Plage de Tapakala à Toamasina,Géosciences et Géomatique,2,"['surveillance', 'littoral', 'plage', 'tapakala', 'toamasina']",surveillance littoral plage tapakala toamasina
372,Analyse des Feux de Végétation dans le Parc d'Ankarafantsika par SIG et Télédétection,Géosciences et Géomatique,2,"['analyse', 'feux', 'végétation', 'parc', 'dankarafantsika', 'sig', 'télédétection']",analyse feux végétation parc dankarafantsika sig télédétection
373,Acquisition de Données GPS et Gestion,Géosciences et Géomatique,2,"['acquisition', 'donnée', 'gestion']",acquisition donnée gestion
374,Photogrammétrie pour le Suivi et la Quantification du Réservoir de Mantasoa,Géosciences et Géomatique,2,"['photogrammétrie', 'suivi', 'quantification', 'réservoir', 'mantasoa']",photogrammétrie suivi quantification réservoir mantasoa
375,Etudes et Réalisation de Captation de Mouvement Optique,Géosciences et Géomatique,2,"['etudes', 'réalisation', 'captation', 'mouvement', 'optique']",etudes réalisation captation mouvement optique
376,Système de Protection contre l'Inondation des Communes Anosizato Ouest et Soavina,Géosciences et Géomatique,2,"['système', 'protection', 'contre', 'linondation', 'commune', 'anosizato', 'ouest', 'soavina']",système protection contre linondation commune anosizato ouest soavina
377,Evaluation des Performances du Système SIAR (Synthetic Impulse and Aperture Radar),Géosciences et Géomatique,2,"['evaluation', 'performance', 'système', 'siar', 'synthetic', 'impulse', 'and', 'aperture', 'radar']",evaluation performance système siar synthetic impulse and aperture radar
378,Analyse Géospatiale pour l'Assainissement Urbain,Géosciences et Géomatique,2,"['analyse', 'géospatial', 'lassainissement', 'urbain']",analyse géospatial lassainissement urbain
379,Cartographie Numérique pour la Gestion des Ressources Naturelles,Géosciences et Géomatique,2,"['cartographie', 'numérique', 'gestion', 'ressource', 'naturel']",cartographie numérique gestion ressource naturel
380,Modélisation Géométrique pour l'Aménagement du Territoire,Géosciences et Géomatique,2,"['modélisation', 'géométrique', 'laménagement', 'territoire']",modélisation géométrique laménagement territoire
381,Système d'Information Géographique pour la Planification Urbaine,Géosciences et Géomatique,2,"['système', 'dinformation', 'géographique', 'planification', 'urbaine']",système dinformation géographique planification urbaine
382,Etude des Changements Environnementaux par Télédétection,Géosciences et Géomatique,2,"['etude', 'changement', 'environnementaux', 'télédétection']",etude changement environnementaux télédétection
383,Gestion des Risques Naturels par Analyse Géospatiale,Géosciences et Géomatique,2,"['gestion', 'risque', 'naturel', 'analyse', 'géospatial']",gestion risque naturel analyse géospatial
384,Surveillance Environnementale par Imagerie Satellitaire,Géosciences et Géomatique,2,"['surveillance', 'environnementale', 'imagerie', 'satellitaire']",surveillance environnementale imagerie satellitaire
385,Utilisation de la Télédétection pour la Gestion des Catastrophes Naturelles,Géosciences et Géomatique,2,"['utilisation', 'télédétection', 'gestion', 'catastrophes', 'naturel']",utilisation télédétection gestion catastrophes naturel
386,Techniques de Cartographie pour la Planification des Infrastructures,Géosciences et Géomatique,2,"['technique', 'cartographie', 'planification', 'infrastructure']",technique cartographie planification infrastructure
387,Analyse des Données Géospatiales pour la Conservation de la Biodiversité,Géosciences et Géomatique,2,"['analyse', 'donnée', 'géospatiale', 'conservation', 'biodiversité']",analyse donnée géospatiale conservation biodiversité
388,SIG pour la Gestion des Aires Protégées,Géosciences et Géomatique,2,"['sig', 'gestion', 'aire', 'protégé']",sig gestion aire protégé
389,Modélisation Géométrique pour la Planification Urbaine,Géosciences et Géomatique,2,"['modélisation', 'géométrique', 'planification', 'urbaine']",modélisation géométrique planification urbaine
390,Gestion des Ressources Naturelles par SIG et Télédétection,Géosciences et Géomatique,2,"['gestion', 'ressource', 'naturel', 'sig', 'télédétection']",gestion ressource naturel sig télédétection
391,Surveillance Environnementale par Analyse Géospatiale,Géosciences et Géomatique,2,"['surveillance', 'environnementale', 'analyse', 'géospatial']",surveillance environnementale analyse géospatial
392,Système de Gestion des Ressources Naturelles par Cartographie Numérique,Géosciences et Géomatique,2,"['système', 'gestion', 'ressource', 'naturel', 'cartographie', 'numérique']",système gestion ressource naturel cartographie numérique
393,Utilisation de la Photogrammétrie pour la Surveillance des Ressources Naturelles,Géosciences et Géomatique,2,"['utilisation', 'photogrammétrie', 'surveillance', 'ressource', 'naturel']",utilisation photogrammétrie surveillance ressource naturel
394,Valorisation des Matériaux Renouvelables : Fabrication d'un Emballage Film à Base de Fécule,Industrie et Transformation des Matériaux,3,"['valorisation', 'matériau', 'renouvelables', 'fabrication', 'dun', 'emballage', 'film', 'base', 'fécule']",valorisation matériau renouvelables fabrication dun emballage film base fécule
395,Valorisation des Déchets Plastiques pour la Production de Pavés Autobloquants,Industrie et Transformation des Matériaux,3,"['valorisation', 'déchet', 'plastiques', 'production', 'pavés', 'autobloquant']",valorisation déchet plastiques production pavés autobloquant
396,Valorisation des Déchets d'Emballages Films Plastiques pour des Applications Durables,Industrie et Transformation des Matériaux,3,"['valorisation', 'déchet', 'demballages', 'film', 'plastiques', 'application', 'durable']",valorisation déchet demballages film plastiques application durable
397,Etudes sur les Systèmes d'Energie Renouvelable pour les Structures de Soins,Énergie,6,"['etudes', 'système', 'denergie', 'renouvelable', 'structure', 'soins']",etudes système denergie renouvelable structure soins
398,Utilisation de l'Energie Solaire pour la Climatisation d'un Bloc Maternité,Énergie,6,"['utilisation', 'lenergie', 'solaire', 'climatisation', 'dun', 'bloc', 'maternité']",utilisation lenergie solaire climatisation dun bloc maternité
399,Innovation dans la Combustion à Hydrogène pour les Moteurs Thermiques,Énergie,6,"['innovation', 'combustion', 'hydrogène', 'moteur', 'thermique']",innovation combustion hydrogène moteur thermique
400,Optimisation de la Consommation d'Energie pour les Calculs Haute Performance,Énergie,6,"['optimisation', 'consommation', 'denergie', 'calcul', 'haute', 'performance']",optimisation consommation denergie calcul haute performance
401,Electrification Rurale : Dimensionnement d'une Centrale Solaire pour un Village,Énergie,6,"['electrification', 'rural', 'dimensionnement', 'dun', 'central', 'solaire', 'village']",electrification rural dimensionnement dun central solaire village
402,Régulation de Puissance pour le Chauffage Domestique à Base de Cellules Photovoltaïques,Énergie,6,"['régulation', 'puissance', 'chauffage', 'domestique', 'base', 'cellules', 'photovoltaïque']",régulation puissance chauffage domestique base cellules photovoltaïque
403,Intégration d'Energie Solaire dans le Réseau Interconnecté d'Antananarivo,Énergie,6,"['intégration', 'denergie', 'solaire', 'réseau', 'interconnecter', 'dantananarivo']",intégration denergie solaire réseau interconnecter dantananarivo
404,Comparaison des Performances de Systèmes Photovoltaïques Autonomes et Centralisés,Énergie,6,"['comparaison', 'performance', 'système', 'photovoltaïques', 'autonomes', 'centralisés']",comparaison performance système photovoltaïques autonomes centralisés
405,Amélioration des Foyers de Cuisine à Madagascar : Le Cas du Réchaud Electrique,Énergie,6,"['amélioration', 'foyer', 'cuisine', 'madagascar', 'cas', 'réchaud', 'electrique']",amélioration foyer cuisine madagascar cas réchaud electrique
406,Etude Comparative des Aménagements Hydroélectriques pour l'Approvisionnement en Electricité,Énergie,6,"['etude', 'comparatif', 'aménagement', 'hydroélectriques', 'lapprovisionnement', 'electricité']",etude comparatif aménagement hydroélectriques lapprovisionnement electricité
407,Dimensionnement Technique des Systèmes Photovoltaïques selon les Conditions Climatiques,Énergie,6,"['dimensionnement', 'technique', 'système', 'photovoltaïque', 'condition', 'climatique']",dimensionnement technique système photovoltaïque condition climatique
408,Pré-Faisabilité d'une Centrale Hydroélectrique à Ampasimbe Onibe,Énergie,6,"['pré', 'faisabilité', 'dun', 'central', 'hydroélectrique', 'ampasimbe', 'onibe']",pré faisabilité dun central hydroélectrique ampasimbe onibe
409,Modélisation d'un Séchoir Solaire Polyvalent,Énergie,6,"['modélisation', 'dun', 'séchoir', 'solaire', 'polyvalent']",modélisation dun séchoir solaire polyvalent
410,Séchoir Hybride Solaire pour l'Industrie du Bois,Énergie,6,"['séchoir', 'hybride', 'solaire', 'lindustrie', 'bois']",séchoir hybride solaire lindustrie bois
411,Systèmes Photovoltaïques pour les Habitats Familiaux,Énergie,6,"['système', 'photovoltaïque', 'habitat', 'familiaux']",système photovoltaïque habitat familiaux
412,Solution d'Alimentation en Electricité pour les Zones Rurales,Énergie,6,"['solution', 'dalimentation', 'electricité', 'zone', 'rurales']",solution dalimentation electricité zone rurales
413,Dispositif Calorimétrique : Conception et Expérimentation,Énergie,6,"['dispositif', 'calorimétrique', 'conception', 'expérimentation']",dispositif calorimétrique conception expérimentation
414,Centrale Solaire Thermodynamique pour la Production d'Electricité,Énergie,6,"['central', 'solaire', 'thermodynamique', 'production', 'delectricité']",central solaire thermodynamique production delectricité
415,Simulation d'un Réservoir d'Air Comprimé à l'Echelle Industrielle,Industrie et Transformation des Matériaux,3,"['simulation', 'dun', 'réservoir', 'dair', 'comprimer', 'lechell', 'industrielle']",simulation dun réservoir dair comprimer lechell industrielle
416,Valorisation des Déchets Ligno-Cellulosiques pour des Applications Energétiques,Industrie et Transformation des Matériaux,3,"['valorisation', 'déchet', 'ligno', 'cellulosiques', 'application', 'energétique']",valorisation déchet ligno cellulosiques application energétique
417,Valorisation du Nicotiana Tabacum en Bio Insecticide,Industrie et Transformation des Matériaux,3,"['valorisation', 'nicotiana', 'tabacum', 'bio', 'insecticide']",valorisation nicotiana tabacum bio insecticide
418,Production de Biocarburants et Briquettes Combustibles à partir des Phragmites,Industrie et Transformation des Matériaux,3,"['production', 'biocarburants', 'briquettes', 'combustibles', 'partir', 'phragmite']",production biocarburants briquettes combustibles partir phragmite
419,Valorisation de la Biomasse de la Balle de Riz pour le Développement Durable,Industrie et Transformation des Matériaux,3,"['valorisation', 'biomasse', 'balle', 'riz', 'développement', 'durable']",valorisation biomasse balle riz développement durable
420,Valorisation de l'Huile Végétale Jatropha curcas en Biocarburant,Industrie et Transformation des Matériaux,3,"['valorisation', 'lhuil', 'végétale', 'jatropha', 'curca', 'biocarburant']",valorisation lhuil végétale jatropha curca biocarburant
421,Production d'Emballages Ecologiques à Base de Matériaux Renouvelables,Industrie et Transformation des Matériaux,3,"['production', 'demballages', 'ecologique', 'base', 'matériau', 'renouvelables']",production demballages ecologique base matériau renouvelables
422,Utilisation de la Biomasse pour la Fabrication de Produits Energétiques,Industrie et Transformation des Matériaux,3,"['utilisation', 'biomasse', 'fabrication', 'produit', 'energétiques']",utilisation biomasse fabrication produit energétiques
423,Valorisation des Résidus Agroforestiers pour des Applications Durables,Industrie et Transformation des Matériaux,3,"['valorisation', 'résidu', 'agroforestiers', 'application', 'durable']",valorisation résidu agroforestiers application durable
424,Production de Biocarburants à partir de Plantes Locales,Industrie et Transformation des Matériaux,3,"['production', 'biocarburants', 'partir', 'plantes', 'locales']",production biocarburants partir plantes locales
425,Développement de Solutions Innovantes pour l'Utilisation Efficace de l'Energie Solaire,Énergie,6,"['développement', 'solution', 'innovant', 'lutilisation', 'efficace', 'lenergie', 'solaire']",développement solution innovant lutilisation efficace lenergie solaire
426,Intégration de Technologies Propres pour la Réduction de l'Empreinte Carbone,Énergie,6,"['intégration', 'technologie', 'propre', 'réduction', 'lempreinte', 'carbone']",intégration technologie propre réduction lempreinte carbone
427,Exploration de Nouveaux Matériaux pour une Utilisation Plus Durable de l'Energie,Industrie et Transformation des Matériaux,3,"['exploration', 'matériau', 'utilisation', 'durable', 'lenergie']",exploration matériau utilisation durable lenergie
428,Innovation dans les Processus de Production pour une Utilisation Plus Efficace des Ressources,Industrie et Transformation des Matériaux,3,"['innovation', 'processus', 'production', 'utilisation', 'efficace', 'ressource']",innovation processus production utilisation efficace ressource
429,Optimisation des Procédés de Fabrication pour Réduire l'Impact Environnemental,Environnement et Ressources Naturelles,1,"['optimisation', 'procédé', 'fabrication', 'réduire', 'limpact', 'environnemental']",optimisation procédé fabrication réduire limpact environnemental
430,Recherche sur les Nouveaux Matériaux pour une Utilisation Plus Respectueuse de l'Environnement,Industrie et Transformation des Matériaux,3,"['recherche', 'matériau', 'utilisation', 'respectueuse', 'lenvironnement']",recherche matériau utilisation respectueuse lenvironnement
431,Développement de Technologies Propres pour la Fabrication de Matériaux Innovants,Industrie et Transformation des Matériaux,3,"['développement', 'technologie', 'propre', 'fabrication', 'matériau', 'innovants']",développement technologie propre fabrication matériau innovants
432,Intégration de Solutions Durables dans les Processus de Fabrication,Industrie et Transformation des Matériaux,3,"['intégration', 'solution', 'durable', 'processus', 'fabrication']",intégration solution durable processus fabrication
